ompa-mpa,ompa-omat,MACE-mpa,MACE-omat,ORB-mpa,ORB-omat,eSEN-oam,eSEN-omat,DPA-mp,DPA-omat,UMA-omc,UMA-omat,omni-mpa,omni-omat,omni-matpes_pbe
0.23422363000000002,0.25583008000000007,-0.06818867999999995,0.47667142000000007,0.13339354999999997,0.12106444999999999,0.05368164100000006,0.05807616999999998,0.12951502000000004,0.28983694000000004,-3.7974807999999998,0.18805054,0.13266113000000002,0.27755859000000005,0.27951172
0.15978027,0.18651367000000002,-0.030901899999999996,0.22158133000000002,-0.06946780000000001,-0.020273399999999997,-0.011484375,,0.07014226999999999,0.11353452,0.04656049,0.05910278,0.02159668,0.09544922,0.10301758
0.62541992,0.66375,0.16339377999999993,0.91674661,0.40032226999999987,0.47844726999999987,0.38884765599999993,0.39800293,0.2784716599999999,0.5545550999999999,-1.6317225,0.50458557,0.3709033199999999,0.63030273,0.6682666
0.01791504000000005,0.059296879999999996,-0.22118331999999996,0.48609798000000004,-0.17324706999999995,-0.16396972999999998,0.03036621000000006,0.03122069999999999,0.02073472000000004,0.08414330999999997,-0.5178343999999999,0.07943847999999998,-0.14675781,-0.03555175999999999,-0.02944823999999996
0.57259766,0.5957910200000001,0.15498682999999996,0.82634907,0.4274560499999999,0.42184081999999995,0.421230469,0.41463866999999993,0.40243652999999996,0.55313832,-1.2584713,0.4493066399999999,0.45858397999999995,0.5965234399999999,0.60128418
0.4851855500000001,0.5181445299999999,0.08047006000000001,0.704659,0.1868457,0.20198242,0.17463867200000005,0.18232910000000002,0.28554803000000006,0.50292207,3.813798428,,0.30842773,0.4685839800000001,0.5314502
0.50207031,0.54503906,0.05760678999999999,0.83313326,0.16637695000000002,0.19542969,0.23888671900000003,0.24218262000000002,0.74554864,0.60498646,4.2737967249999995,0.39542664000000005,0.34557617,0.52294434,0.55443848
-0.06991211,-0.06734863,-0.05785626000000001,-0.057451020000000005,-0.07259766000000001,-0.04928223000000001,-0.117275391,,-0.08223322000000001,-0.05583993000000001,3.7955771919999997,-0.05076233000000001,-0.11556641000000001,-0.08626953,-0.0954248
-0.03771484,-0.019892580000000007,0.02889718999999999,-0.0034267300000000167,-0.08654297,-0.05956543,-0.131586914,-0.12829102,-0.05128882,0.0009260100000000049,3.0020779330000003,-0.05851257,-0.1497754,-0.08849609,-0.08263672
0.047031199999999995,0.08523929999999999,0.10552510999999999,-0.0309933,0.0594824,0.11416992,-0.03561035200000001,-0.054653300000000016,0.045648499999999995,0.12293949,8.920279196,,-0.061001,0.0419043,0.046542999999999994
0.24234375,0.25381836,0.29558295,0.17896985999999998,0.14786133,0.18777832,0.101962891,0.13711914,0.13738033,0.21780154,7.094172678,0.19028076,0.0597266,0.18448241999999998,0.15860352
0.02377930000000006,0.05600590000000005,0.04260379999999997,-0.005852599999999986,0.011328100000000063,0.07382810000000006,-0.06472168,-0.08962399999999993,0.038355200000000034,0.11762720000000004,11.072424360000001,-0.004724100000000009,0.009375000000000022,0.08139649999999998,0.10959470000000004
0.006425799999999926,0.0546435999999999,0.3004119999999999,0.0636931999999999,0.37214839999999993,0.21052729999999986,0.11067379999999982,0.042070300000000005,0.46374839999999984,0.41962049999999995,15.9681126,0.20668209999999987,0.11738769999999987,0.023149399999999876,-0.022138700000000178
0.2091748,0.2494580099999999,-0.4979678700000001,0.5209282899999998,-0.06804687000000009,-0.12639648000000003,-0.10393554700000007,-0.0804980500000001,-0.09749443000000002,0.25200484999999984,2.962479675,0.14081542999999996,0.027290040000000015,0.31354492,0.3422314499999999
-0.13562012,-0.053710939999999985,-0.57500313,0.2704297,-0.24890137,-0.00891112999999999,-0.1875,-0.19702148000000008,-0.2727011399999999,0.1025992899999999,5.488294852,,-0.4163818399999999,0.030639649999999907,0.015258790000000078
-0.007903300000000002,-0.0120537,0.039422099999999995,0.0361195,-0.0381768,-0.0015557000000000001,-0.0219414,-0.005584000000000006,0.0034844999999999945,0.014026699999999996,5.364077407,0.0069281999999999955,-0.014617200000000004,-0.012908200000000002,-0.017302700000000004
0.0981309,0.09202729999999998,0.24128471999999998,0.23645729999999998,-0.018934600000000024,0.06443949999999998,-0.10633690000000001,-0.01942290000000002,0.27547029,0.2076073,7.1690817209999995,0.0163132,0.14390719999999999,0.1358506,0.2203232
-0.11221094000000001,-0.11233300999999998,-0.11999318,-0.03970873999999999,-0.11501855,-0.08230371,-0.08804102,-0.08059473,-0.030806250000000007,-0.04405839,0.36709417499999997,-0.04404992999999999,-0.12661523,-0.10183496,-0.10134668
-0.002095700000000006,-0.0017294900000000002,-0.026164600000000003,-0.07823338,-0.11098240000000001,-0.07277441,-0.0904598,-0.07655859,-0.03229821,-0.01926339,6.967692176,-0.05272437,-0.014913090000000004,-0.01344824,0.0008339799999999981
0.09206350000000002,0.08608200000000002,0.14256930000000004,0.16532180000000002,0.009788100000000022,0.14076950000000002,-0.02719919999999998,0.020042000000000004,0.09204080000000003,0.08863790000000002,-1.2682627269999998,0.03658250000000002,0.1622539,0.16457320000000003,0.23329880000000003
0.02333400000000002,0.02479880000000001,0.06196220000000002,0.17992550000000002,0.012591799999999986,0.054095700000000024,-0.014996100000000012,0.049945300000000026,0.07691019999999998,0.07275370000000003,-4.542915754,0.050799800000000006,0.07203999999999999,0.06288480000000002,0.09877340000000001
0.011982419999999997,0.012470699999999998,0.056414309999999995,0.1013385,0.01735352,0.04518554999999999,-0.042582999999999996,-0.00901367,0.0007122599999999993,0.03007863,7.044843770000001,0.009266360000000001,0.0012402299999999984,0.00868652,0.01564453
-0.08712989999999998,-0.08810640000000003,-0.22418710000000003,-0.0034349999999999936,-0.1044639,-0.06796479999999999,-0.05354277299999999,-0.027926200000000012,-0.05201319999999998,-0.024595499999999992,-2.835530998,-0.001955299999999993,0.016019499999999992,-0.008882800000000024,-0.009126999999999996
-0.046052699999999974,-0.05972459999999999,0.0900966,0.10693970000000003,-0.0780352,-0.03994919999999999,-0.06045700000000001,-0.02212699999999998,0.0363917,0.06315680000000001,-3.036447286,0.01577590000000001,0.02596870000000001,-0.0038163999999999976,0.03195020000000001
