ompa-mpa,ompa-omat,MACE-mpa,MACE-omat,ORB-mpa,ORB-omat,eSEN-oam,eSEN-omat,DPA-mp,DPA-omat,UMA-omc,UMA-omat,omni-mpa,omni-omat,omni-matpes_pbe,ompa-mpa_delta,ompa-omat_delta,MACE-mpa_delta,MACE-omat_delta,ORB-mpa_delta,ORB-omat_delta,eSEN-oam_delta,eSEN-omat_delta,DPA-mp_delta,DPA-omat_delta,UMA-omc_delta,UMA-omat_delta,omni-mpa_delta,omni-omat_delta,omni-matpes_pbe_delta
0.23422363000000002,0.25583008000000007,-0.06818867999999995,0.47667142000000007,0.13339354999999997,0.12106444999999999,0.05368164100000006,0.05807616999999998,0.12951502000000004,0.28983694000000004,-3.7974807999999998,0.18805054,0.13266113000000002,0.27755859000000005,0.27951172,-0.23577636999999996,-0.2141699199999999,-0.53818868,0.0066714200000000945,-0.33660645,-0.34893555,-0.4163183589999999,-0.41192383,-0.34048497999999994,-0.18016305999999993,-4.2674807999999995,-0.28194946,-0.33733886999999996,-0.19244140999999992,-0.19048827999999995
0.15978027,0.18651367000000002,-0.030901899999999996,0.22158133000000002,-0.06946780000000001,-0.020273399999999997,-0.011484375,,0.07014226999999999,0.11353452,0.04656049,0.05910278,0.02159668,0.09544922,0.10301758,0.16978027,0.19651367000000003,-0.020901899999999994,0.23158133000000003,-0.05946780000000001,-0.010273399999999997,-0.0014843749999999996,,0.08014226999999999,0.12353452,0.056560490000000005,0.06910278,0.03159668,0.10544922,0.11301757999999999
0.62541992,0.66375,0.16339377999999993,0.91674661,0.40032226999999987,0.47844726999999987,0.38884765599999993,0.39800293,0.2784716599999999,0.5545550999999999,-1.6317225,0.50458557,0.3709033199999999,0.63030273,0.6682666,-0.05458008000000003,-0.016250000000000098,-0.5166062200000001,0.23674660999999997,-0.2796777300000002,-0.20155273000000018,-0.2911523440000001,-0.28199707000000007,-0.40152834000000015,-0.1254449000000002,-2.3117225,-0.17541443,-0.3090966800000001,-0.049697270000000016,-0.011733400000000005
0.01791504000000005,0.059296879999999996,-0.22118331999999996,0.48609798000000004,-0.17324706999999995,-0.16396972999999998,0.03036621000000006,0.03122069999999999,0.02073472000000004,0.08414330999999997,-0.5178343999999999,0.07943847999999998,-0.14675781,-0.03555175999999999,-0.02944823999999996,-0.4520849599999999,-0.41070312,-0.6911833199999999,0.016097980000000067,-0.6432470699999999,-0.63396973,-0.4396337899999999,-0.4387793,-0.44926527999999993,-0.38585669,-0.9878343999999999,-0.39056152,-0.61675781,-0.5055517599999999,-0.49944823999999993
0.57259766,0.5957910200000001,0.15498682999999996,0.82634907,0.4274560499999999,0.42184081999999995,0.421230469,0.41463866999999993,0.40243652999999996,0.55313832,-1.2584713,0.4493066399999999,0.45858397999999995,0.5965234399999999,0.60128418,0.23259765999999998,0.25579102000000004,-0.18501317000000006,0.48634907,0.0874560499999999,0.08184081999999993,0.08123046899999997,0.07463866999999991,0.062436529999999935,0.21313831999999994,-1.5984713000000002,0.1093066399999999,0.11858397999999992,0.2565234399999999,0.2612841799999999
0.4851855500000001,0.5181445299999999,0.08047006000000001,0.704659,0.1868457,0.20198242,0.17463867200000005,0.18232910000000002,0.28554803000000006,0.50292207,3.813798428,,0.30842773,0.4685839800000001,0.5314502,-0.09481444999999988,-0.061855470000000023,-0.49952993999999995,0.12465900000000008,-0.39315429999999996,-0.37801757999999996,-0.4053613279999999,-0.39767089999999994,-0.2944519699999999,-0.07707792999999996,3.233798428,,-0.27157226999999995,-0.11141601999999984,-0.048549799999999976
0.50207031,0.54503906,0.05760678999999999,0.83313326,0.16637695000000002,0.19542969,0.23888671900000003,0.24218262000000002,0.74554864,0.60498646,4.2737967249999995,0.39542664000000005,0.34557617,0.52294434,0.55443848,0.38207031,0.42503906,-0.062393210000000005,0.71313326,0.04637695000000003,0.07542969,0.11888671900000003,0.12218262000000002,0.62554864,0.48498646,4.153796724999999,0.27542664000000006,0.22557617000000002,0.40294434,0.43443847999999996
-0.06991211,-0.06734863,-0.05785626000000001,-0.057451020000000005,-0.07259766000000001,-0.04928223000000001,-0.117275391,,-0.08223322000000001,-0.05583993000000001,3.7955771919999997,-0.05076233000000001,-0.11556641000000001,-0.08626953,-0.0954248,-0.22991211,-0.22734863,-0.21785626000000002,-0.21745102,-0.23259766,-0.20928223,-0.277275391,,-0.24223322000000003,-0.21583993,3.6355771919999995,-0.21076233,-0.27556641000000004,-0.24626953000000001,-0.2554248
-0.03771484,-0.019892580000000007,0.02889718999999999,-0.0034267300000000167,-0.08654297,-0.05956543,-0.131586914,-0.12829102,-0.05128882,0.0009260100000000049,3.0020779330000003,-0.05851257,-0.1497754,-0.08849609,-0.08263672,-0.16771484,-0.14989258,-0.10110281000000002,-0.13342673000000002,-0.21654297,-0.18956543,-0.261586914,-0.25829102000000004,-0.18128882000000002,-0.12907399,2.8720779330000004,-0.18851257,-0.2797754,-0.21849609,-0.21263672
0.047031199999999995,0.08523929999999999,0.10552510999999999,-0.0309933,0.0594824,0.11416992,-0.03561035200000001,-0.054653300000000016,0.045648499999999995,0.12293949,8.920279196,,-0.061001,0.0419043,0.046542999999999994,0.1370312,0.1752393,0.19552511,0.059006699999999995,0.1494824,0.20416992,0.054389647999999985,0.03534669999999998,0.1356485,0.21293949,9.010279195999999,,0.028998999999999997,0.1319043,0.136543
0.24234375,0.25381836,0.29558295,0.17896985999999998,0.14786133,0.18777832,0.101962891,0.13711914,0.13738033,0.21780154,7.094172678,0.19028076,0.0597266,0.18448241999999998,0.15860352,0.33234375,0.34381836,0.38558295,0.26896986,0.23786133,0.27777832,0.191962891,0.22711914,0.22738033,0.30780154,7.1841726779999995,0.28028076,0.1497266,0.27448242,0.24860352
0.02377930000000006,0.05600590000000005,0.04260379999999997,-0.005852599999999986,0.011328100000000063,0.07382810000000006,-0.06472168,-0.08962399999999993,0.038355200000000034,0.11762720000000004,11.072424360000001,-0.004724100000000009,0.009375000000000022,0.08139649999999998,0.10959470000000004,0.6737793000000001,0.7060059000000001,0.6926038,0.6441474,0.6613281000000001,0.7238281000000001,0.58527832,0.5603760000000001,0.6883552000000001,0.7676272000000001,11.722424360000002,0.6452759,0.659375,0.7313965,0.7595947000000001
0.006425799999999926,0.0546435999999999,0.3004119999999999,0.0636931999999999,0.37214839999999993,0.21052729999999986,0.11067379999999982,0.042070300000000005,0.46374839999999984,0.41962049999999995,15.9681126,0.20668209999999987,0.11738769999999987,0.023149399999999876,-0.022138700000000178,1.6764257999999999,1.7246435999999998,1.9704119999999998,1.7336931999999998,2.0421484,1.8805272999999998,1.7806737999999998,1.7120703,2.1337484,2.0896204999999997,17.6381126,1.8766820999999998,1.7873876999999998,1.6931493999999998,1.6478612999999998
0.2091748,0.2494580099999999,-0.4979678700000001,0.5209282899999998,-0.06804687000000009,-0.12639648000000003,-0.10393554700000007,-0.0804980500000001,-0.09749443000000002,0.25200484999999984,2.962479675,0.14081542999999996,0.027290040000000015,0.31354492,0.3422314499999999,-0.8608252000000001,-0.8205419900000002,-1.5679678700000002,-0.5490717100000002,-1.1380468700000002,-1.1963964800000002,-1.1739355470000001,-1.1504980500000002,-1.16749443,-0.8179951500000002,1.892479675,-0.9291845700000001,-1.04270996,-0.7564550800000001,-0.7277685500000002
-0.13562012,-0.053710939999999985,-0.57500313,0.2704297,-0.24890137,-0.00891112999999999,-0.1875,-0.19702148000000008,-0.2727011399999999,0.1025992899999999,5.488294852,,-0.4163818399999999,0.030639649999999907,0.015258790000000078,-1.63562012,-1.55371094,-2.07500313,-1.2295703,-1.74890137,-1.50891113,-1.6875,-1.69702148,-1.77270114,-1.39740071,3.988294852,,-1.91638184,-1.46936035,-1.48474121
